YEAR,TEAM,BPI
2021,Murray St.,2.6
2021,Akron,2.6
2021,Kent St.,2.6
2021,Cincinnati,2.4
2021,Coastal Carolina,1.9
2021,Cal St. Bakersfield,1.8
2021,Texas A&M,1.8
2021,UMBC,1.8
2021,Miami FL,1.7
2021,New Mexico St.,1.7
2021,TCU,1.7
2021,Mercer,1.6
2021,Temple,1.5
2021,Iona,1.5
2021,Oral Roberts,1.4
2021,DePaul,1.4
2021,Bowling Green,1.4
2021,California,1.4
2021,UNLV,1.3
2021,Siena,1.3
2021,Bradley,1.2
2021,Stephen F. Austin,1.0
2021,East Tennessee St.,1.0
2021,Florida Atlantic,1.0
2021,Eastern Kentucky,0.9
2021,Drexel,0.9
2021,Navy,0.9
2021,Sam Houston St.,0.9
2021,James Madison,0.9
2021,George Mason,0.6
2021,Boston College,0.6
2021,Santa Clara,0.4
2021,Bryant,0.4
2021,Pacific,0.4
2021,Morehead St.,0.3
2021,Bellarmine,0.2
2021,North Dakota St.,0.1
2021,Old Dominion,0.1
2021,Indiana St.,0.1
2021,J'Ville St.,0.0
2021,Chattanooga,0.0
2021,Detroit,-0.1
2021,Nicholls,-0.2
2021,Iowa St.,-0.2
2021,UTEP,-0.3
2021,Kansas City,-0.3
2021,Wake Forest,-0.4
2021,Ball St.,-0.4
2021,Washington,-0.4
2021,Hofstra,-0.4
2021,Tulane,-0.5
2021,Northeastern,-0.5
2021,Hartford,-0.5
2021,East Carolina,-0.6
2021,UTSA,-0.6
2021,South Dakota St.,-0.6
2021,Appalachian St.,-0.6
2021,Albany,-0.7
2021,Army,-0.8
2021,Gardner Webb,-0.9
2021,VMI,-0.9
2021,South Florida,-1.1
2021,Monmouth,-1.2
2021,Northern Iowa,-1.2
2021,Texas St.,-1.4
2021,Tarleton St.,-1.5
2021,Loyola MD,-1.6
2021,Kansas St.,-1.7
2021,Saint Peter's,-1.7
2021,Texas Southern,-1.8
2021,Canisius,-1.8
2021,Cleveland St.,-1.8
2021,Elon,-1.8
2021,Miami FL OH,-1.9
2021,Montana,-1.9
2021,UMass Lowell,-2.0
2021,Hawaii,-2.1
2021,Austin Peay,-2.1
2021,Stony Brook,-2.1
2021,Mount St. Mary's,-2.2
2021,South Alabama,-2.3
2021,Prairie View A&M,-2.3
2021,Wagner,-2.4
2021,Campbell,-2.4
2021,Fresno St.,-2.5
2021,Niagara,-2.5
2021,UT Arlington,-2.8
2021,UC Davis,-2.8
2021,CA Baptist,-2.9
2021,The Citadel,-3.1
2021,College of Charleston,-3.1
2021,Norfolk St.,-3.1
2021,UNC Wilmington,-3.1
2021,La Salle,-3.2
2021,Sacramento St.,-3.2
2021,Montana St.,-3.3
2021,Morgan St.,-3.3
2021,New Hampshire,-3.3
2021,UNC Asheville,-3.4
2021,Rice,-3.4
2021,Arkansas Little Rock,-3.4
2021,Boston University,-3.4
2021,Northern Kentucky,-3.4
2021,San Diego,-3.4
2021,Seattle U,-3.5
2021,Louisiana Lafayette,-3.5
2021,Lafayette,-3.6
2021,Milwaukee,-3.7
2021,GA Southern,-3.8
2021,Bucknell,-3.8
2021,Marist,-3.8
2021,George Washington,-3.8
2021,Idaho St.,-3.9
2021,Charlotte,-3.9
2021,Wyoming,-3.9
2021,Lipscomb,-3.9
2021,S Illinois,-4.0
2021,Stetson,-4.1
2021,W Carolina,-4.1
2021,Valparaiso,-4.2
2021,Radford,-4.3
2021,NJIT,-4.3
2021,LIU Brooklyn,-4.3
2021,Jackson St.,-4.4
2021,Arkansas St.,-4.4
2021,American,-4.4
2021,Saint Joseph's,-4.4
2021,Utah Valley,-4.5
2021,Merrimack,-4.6
2021,Delaware,-4.6
2021,North Alabama,-4.6
2021,Illinois St.,-4.7
2021,Portland St.,-5.0
2021,Quinnipiac,-5.0
2021,Northern Colorado,-5.0
2021,Florida Gulf Coast,-5.1
2021,Cal St. Fullerton,-5.1
2021,Evansville,-5.2
2021,Fairleigh Dickinson,-5.2
2021,Southern Miss,-5.2
2021,Long Beach St.,-5.3
2021,Youngstown St.,-5.3
2021,UT Rio Grande,-5.4
2021,St Francis BK,-5.4
2021,Samford,-5.5
2021,Oakland,-5.6
2021,New Orleans,-5.7
2021,Longwood,-5.7
2021,McNeese,-5.8
2021,Southern,-5.8
2021,Manhattan,-5.9
2021,North Carolina A&T,-5.9
2021,St Francis PA,-6.1
2021,Towson,-6.3
2021,E Illinois,-6.3
2021,Troy,-6.4
2021,Fairfield,-6.6
2021,Cal St. Northridge,-6.6
2021,High Point,-6.7
2021,Purdue FW,-6.7
2021,IUPUI,-6.8
2021,Southeast Missouri St.,-6.8
2021,Florida A&M,-6.9
2021,UC San Diego,-6.9
2021,Rider,-6.9
2021,Green Bay,-7.1
2021,Holy Cross,-7.1
2021,Sacred Heart,-7.2
2021,Jacksonville St.,-7.2
2021,Lamar,-7.3
2021,Middle Tennessee,-7.4
2021,C Michigan,-7.4
2021,UIC,-7.4
2021,UL Monroe,-7.4
2021,Northwestern St.,-7.5
2021,Coppin St.,-7.5
2021,FIU,-7.6
2021,Binghamton,-7.6
2021,Grambling,-7.7
2021,North Dakota,-7.8
2021,Robert Morris,-7.9
2021,C Arkansas,-7.9
2021,Western Michigan,-7.9
2021,North Florida,-7.9
2021,E Michigan,-8.3
2021,New Mexico,-8.6
2021,William & Mary,-8.6
2021,Omaha,-8.6
2021,Maine,-8.6
2021,W Illinois,-8.7
2021,Tennessee St.,-9.1
2021,North Carolina Central,-9.3
2021,Tennessee Tech,-9.4
2021,Hampton,-9.5
2021,Presbyterian,-9.6
2021,Lehigh,-9.8
2021,SE Louisiana,-9.9
2021,Fordham,-10.0
2021,SIUE,-10.0
2021,N Arizona,-10.1
2021,Kennesaw St.,-10.2
2021,Utah Tech,-10.2
2021,Cal Poly,-10.2
2021,Connecticut,-10.3
2021,Hou Christian,-10.4
2021,Alcorn St.,-10.4
2021,Charleston So,-10.5
2021,SC Upstate,-10.5
2021,Howard,-10.6
2021,Alabama A&M,-10.8
2021,Incarnate Word,-11.0
2021,Texas A&M CC,-11.3
2021,N Illinois,-12.3
2021,Portland,-13.3
2021,Denver,-13.5
2021,UT Martin,-13.5
2021,San José St.,-13.5
2021,Air Force,-14.0
2021,Alabama St.,-14.6
2021,Arkansas Pine Bluff,-14.7
2021,Idaho,-14.7
2021,Delaware St.,-16.2
2021,SC St.,-16.9
2021,Chicago St.,-21.1
2021,Mississippi Valley St.,-26.2
2022,Gonzaga,20.5
2022,Houston,19.8
2022,Tennessee,18.0
2022,Baylor,17.9
2022,Kentucky,17.7
2022,Kansas,17.6
2022,Arizona,17.6
2022,Villanova,17.6
2022,Duke,16.8
2022,Texas Tech,16.5
2022,Purdue,16.4
2022,UCLA,16.2
2022,Auburn,15.6
2022,Iowa,15.5
2022,LSU,14.0
2022,Illinois,13.9
2022,Texas,13.9
2022,North Carolina,13.3
2022,UConn,13.3
2022,Virginia Tech,13.2
2022,Arkansas,12.8
2022,Saint Mary's,11.8
2022,Memphis,11.8
2022,Alabama,11.6
2022,Ohio St.,11.5
2022,Michigan,11.4
2022,Loyola Chicago,11.2
2022,Wisconsin,10.9
2022,Providence,10.7
2022,Oklahoma,10.7
2022,San Diego St.,10.6
2022,San Francisco,10.6
2022,TCU,10.5
2022,Michigan St.,10.3
2022,Murray St.,10.3
2022,Wake Forest,10.2
2022,Mississippi St.,10.2
2022,Oklahoma St.,10.2
2022,Texas A&M,10.1
2022,Vermont,10.0
2022,Indiana,10.0
2022,Notre Dame,9.8
2022,USC,9.8
2022,Dayton,9.7
2022,Seton Hall,9.6
2022,Xavier,9.6
2022,Florida,9.4
2022,St. John's,9.2
2022,UAB,9.2
2022,Miami FL,9.1
2022,Iowa St.,9.1
2022,Davidson,9.1
2022,SMU,9.1
2022,Washington St.,8.8
2022,Vanderbilt,8.5
2022,Saint Louis,8.4
2022,VCU,8.2
2022,Virginia,8.1
2022,Boise St.,8.0
2022,Syracuse,8.0
2022,Marquette,8.0
2022,Chattanooga,8.0
2022,North Texas,8.0
2022,Clemson,7.9
2022,Creighton,7.8
2022,S Dakota St.,7.8
2022,West Virginia,7.8
2022,St. Bonaventure,7.7
2022,Belmont,7.6
2022,Kansas St.,7.5
2022,Furman,7.4
2022,Maryland,7.3
2022,Rutgers,7.3
2022,Toledo,7.2
2022,Oregon,7.0
2022,Richmond,7.0
2022,Iona,6.9
2022,Towson,6.9
2022,Santa Clara,6.6
2022,Northwestern,6.6
2022,Penn St.,6.4
2022,Colorado St.,6.4
2022,Missouri St.,6.4
2022,BYU,6.2
2022,Fresno St.,6.2
2022,South Carolina,5.7
2022,Utah St.,5.6
2022,Wichita St.,5.5
2022,Drake,5.4
2022,Arizona St.,5.3
2022,Florida St.,5.2
2022,UNLV,5.1
2022,Colorado,4.9
2022,DePaul,4.9
2022,Tulane,4.9
2022,Saint Peter's,4.8
2022,UCF,4.7
2022,Middle Tennessee,4.6
2022,Grand Canyon,4.5
2022,Liberty,4.5
2022,Cincinnati,4.5
2022,Ole Miss,4.4
2022,George Mason,4.2
2022,Northern Iowa,4.2
2022,Akron,4.2
2022,New Mexico St.,3.9
2022,Louisiana Tech,3.9
2022,Minnesota,3.8
2022,Stanford,3.8
2022,Wyoming,3.8
2022,Bradley,3.8
2022,Wofford,3.8
2022,Western Kentucky,3.7
2022,Colgate,3.7
2022,Wagner,3.7
2022,Buffalo,3.6
2022,Louisville,3.4
2022,Hofstra,3.2
2022,Ohio,3.1
2022,Temple,3.0
2022,Washington,2.9
2022,Boston College,2.9
2022,North Carolina St.,2.9
2022,Princeton,2.9
2022,Kent St.,2.8
2022,Oral Roberts,2.3
2022,J'Ville St.,2.3
2022,Rhode Island,2.2
2022,Morehead St.,2.1
2022,UC Irvine,2.0
2022,Seattle U,2.0
2022,California,1.8
2022,Longwood,1.8
2022,Monmouth,1.7
2022,Nebraska,1.4
2022,Texas St.,1.4
2022,Georgia Tech,1.4
2022,Utah,1.4
2022,Georgia St.,1.4
2022,Oakland,1.4
2022,Coastal Carolina,1.3
2022,Abilene Christian,1.2
2022,North Dakota St.,1.2
2022,Sam Houston St.,1.2
2022,Butler,1.1
2022,College of Charleston,1.1
2022,South Alabama,1.1
2022,Florida Atlantic,1.1
2022,Delaware,1.1
2022,Winthrop,1.1
2022,Jacksonville St.,1.1
2022,Norfolk St.,1.0
2022,Drexel,0.9
2022,UC Santa Barbara,0.9
2022,Wright St.,0.8
2022,S Illinois,0.8
2022,VMI,0.8
2022,Missouri,0.8
2022,Yale,0.7
2022,Gardner Webb,0.6
2022,Navy,0.6
2022,Nevada,0.6
2022,UNC Asheville,0.5
2022,Tulsa,0.5
2022,Appalachian St.,0.4
2022,Utah Valley,0.2
2022,Niagara,0.2
2022,Montana St.,0.1
2022,Saint Joseph's,0.1
2022,Stephen F. Austin,0.0
2022,Kansas City,-0.1
2022,Bryant,-0.2
2022,Cleveland St.,-0.2
2022,East Carolina,-0.3
2022,UTEP,-0.3
2022,Cal St. Fullerton,-0.4
2022,Georgetown,-0.4
2022,Texas Southern,-0.4
2022,Northern Kentucky,-0.5
2022,Bellarmine,-0.5
2022,UNC Wilmington,-0.6
2022,Fairfield,-0.6
2022,Fordham,-0.7
2022,UNC Greensboro,-0.7
2022,Nicholls,-0.7
2022,Weber St.,-0.9
2022,Portland,-0.9
2022,Massachusetts,-0.9
2022,Hawaii,-0.9
2022,Florida Gulf Coast,-1.1
2022,Old Dominion,-1.1
2022,Cornell,-1.2
2022,Southern Utah,-1.3
2022,Louisiana Lafayette,-1.3
2022,James Madison,-1.4
2022,South Dakota St.,-1.4
2022,Long Beach St.,-1.5
2022,UC Riverside,-1.6
2022,Pittsburgh,-1.7
2022,Marist,-1.8
2022,Boston University,-1.8
2022,Mercer,-1.8
2022,East Tennessee St.,-1.9
2022,Southern,-1.9
2022,Troy,-1.9
2022,Purdue FW,-1.9
2022,Charlotte,-1.9
2022,Georgia,-2.0
2022,Campbell,-2.1
2022,Howard,-2.1
2022,New Hampshire,-2.1
2022,Brown,-2.1
2022,Detroit,-2.1
2022,Arkansas St.,-2.2
2022,Samford,-2.3
2022,LIU Brooklyn,-2.3
2022,UMass Lowell,-2.3
2022,UMBC,-2.4
2022,Quinnipiac,-2.4
2022,Dartmouth,-2.6
2022,Kennesaw St.,-2.7
2022,Valparaiso,-2.7
2022,Rice,-2.7
2022,Illinois St.,-2.9
2022,George Washington,-2.9
2022,San Diego,-2.9
2022,Penn,-2.9
2022,Eastern Kentucky,-2.9
2022,Oregon St.,-2.9
2022,La Salle,-3.0
2022,UT Arlington,-3.0
2022,Stony Brook,-3.0
2022,Mount St. Mary's,-3.1
2022,Rider,-3.1
2022,The Citadel,-3.3
2022,CA Baptist,-3.3
2022,Canisius,-3.3
2022,Eastern Washington,-3.4
2022,Portland St.,-3.4
2022,LMU,-3.5
2022,Miami FL OH,-3.5
2022,North Carolina Central,-3.5
2022,Marshall,-3.5
2022,Siena,-3.6
2022,Texas A&M CC,-3.7
2022,Manhattan,-3.8
2022,Youngstown St.,-3.8
2022,Tarleton St.,-3.9
2022,Montana,-3.9
2022,UC Davis,-4.0
2022,Tennessee Tech,-4.0
2022,South Florida,-4.1
2022,W Illinois,-4.2
2022,GA Southern,-4.2
2022,North Florida,-4.2
2022,Northern Colorado,-4.3
2022,Harvard,-4.3
2022,New Mexico,-4.3
2022,Bowling Green,-4.4
2022,Indiana St.,-4.4
2022,Tennessee St.,-4.6
2022,Northeastern,-4.6
2022,High Point,-4.6
2022,Loyola MD,-4.7
2022,New Orleans,-4.7
2022,North Alabama,-4.8
2022,SC Upstate,-4.8
2022,Hartford,-4.9
2022,FIU,-5.0
2022,Presbyterian,-5.0
2022,Elon,-5.0
2022,UIC,-5.2
2022,Albany,-5.2
2022,Ball St.,-5.6
2022,Binghamton,-5.6
2022,SE Louisiana,-5.7
2022,Duquesne,-5.8
2022,UC San Diego,-5.8
2022,Alcorn St.,-5.8
2022,Morgan St.,-6.1
2022,McNeese,-6.1
2022,UL Monroe,-6.1
2022,Army,-6.2
2022,Southeast Missouri St.,-6.2
2022,SIUE,-6.2
2022,Jackson St.,-6.3
2022,Merrimack,-6.3
2022,Lipscomb,-6.4
2022,Prairie View A&M,-6.5
2022,Cal St. Bakersfield,-6.6
2022,Pepperdine,-6.7
2022,Austin Peay,-6.9
2022,North Carolina A&T,-6.9
2022,Utah Tech,-7.0
2022,Radford,-7.2
2022,W Carolina,-7.3
2022,Sacred Heart,-7.4
2022,St Francis BK,-7.4
2022,St Thomas (MN),-7.4
2022,MD-Eastern,-7.4
2022,N Illinois,-7.5
2022,Robert Morris,-7.6
2022,UT Martin,-7.7
2022,Pacific,-7.8
2022,Coppin St.,-7.8
2022,San José St.,-7.9
2022,SC St.,-8.1
2022,Stetson,-8.2
2022,Lehigh,-8.2
2022,St Francis PA,-8.4
2022,E Michigan,-8.7
2022,C Michigan,-8.8
2022,Grambling,-9.0
2022,UT Rio Grande,-9.1
2022,Sacramento St.,-9.1
2022,Florida A&M,-9.2
2022,Hampton,-9.3
2022,C Arkansas,-9.5
2022,Alabama St.,-9.6
2022,Milwaukee,-9.6
2022,Cal Poly,-9.7
2022,UTSA,-9.8
2022,Lafayette,-9.8
2022,Hou Christian,-9.9
2022,NJIT,-10.0
2022,Northwestern St.,-10.1
2022,Alabama A&M,-10.1
2022,Air Force,-10.4
2022,Bethune,-10.6
2022,Arkansas Little Rock,-10.7
2022,American,-10.7
2022,Denver,-11.0
2022,William & Mary,-11.1
2022,Bucknell,-11.3
2022,Green Bay,-11.3
2022,Idaho,-11.4
2022,Charleston So,-11.5
2022,Southern Miss,-11.6
2022,Evansville,-11.7
2022,Fairleigh Dickinson,-11.9
2022,Cal St. Northridge,-12.0
2022,Connecticut,-12.0
2022,Holy Cross,-12.0
2022,N Arizona,-12.4
2022,Western Michigan,-12.4
2022,Idaho St.,-12.5
2022,Maine,-12.9
2022,North Dakota,-13.0
2022,Chicago St.,-13.3
2022,Lamar,-13.6
2022,Omaha,-13.8
2022,Incarnate Word,-14.0
2022,Columbia,-14.1
2022,Arkansas Pine Bluff,-14.8
2022,Delaware St.,-15.2
2022,E Illinois,-17.2
2022,Mississippi Valley St.,-17.5
2022,IUPUI,-19.8
2023,Houston,20.5
2023,Alabama,18.9
2023,UConn,18.9
2023,Tennessee,18.3
2023,UCLA,17.8
2023,Texas,16.8
2023,Purdue,15.4
2023,Gonzaga,14.9
2023,Kansas,14.7
2023,Creighton,14.5
2023,Arizona,14.2
2023,Baylor,13.8
2023,Marquette,13.6
2023,Duke,13.0
2023,San Diego St.,12.6
2023,Arkansas,12.6
2023,Kentucky,12.5
2023,Xavier,12.5
2023,Indiana,12.3
2023,Saint Mary's,12.2
2023,West Virginia,12.1
2023,Maryland,12.0
2023,Virginia,11.9
2023,Rutgers,11.7
2023,Texas A&M,11.7
2023,Auburn,11.6
2023,TCU,11.6
2023,Iowa St.,11.6
2023,Memphis,11.5
2023,Miami FL,11.5
2023,Kansas St.,11.4
2023,Illinois,11.1
2023,Florida Atlantic,11.0
2023,Michigan St.,10.8
2023,Iowa,10.8
2023,Ohio St.,10.4
2023,Northwestern,10.4
2023,Providence,10.4
2023,North Carolina,10.2
2023,Penn St.,10.2
2023,Liberty,10.1
2023,Oklahoma St.,10.1
2023,Oregon,9.7
2023,North Carolina St.,9.6
2023,Utah St.,9.4
2023,Mississippi St.,9.4
2023,Cincinnati,9.4
2023,Boise St.,9.2
2023,Sam Houston St.,9.2
2023,UCF,9.1
2023,Yale,9.0
2023,Texas Tech,8.9
2023,North Texas,8.9
2023,UAB,8.8
2023,Michigan,8.8
2023,Dayton,8.8
2023,VCU,8.7
2023,Florida,8.7
2023,Iona,8.7
2023,Drake,8.6
2023,USC,8.6
2023,Oklahoma,8.6
2023,Clemson,8.5
2023,Wisconsin,8.3
2023,Pittsburgh,8.3
2023,Missouri,8.2
2023,College of Charleston,8.2
2023,Villanova,8.1
2023,Virginia Tech,7.9
2023,Seton Hall,7.8
2023,Arizona St.,7.7
2023,Bradley,7.1
2023,Kent St.,7.1
2023,Washington St.,7.1
2023,Nevada,7.0
2023,Utah,6.7
2023,St. John's,6.5
2023,Marshall,6.5
2023,Wake Forest,6.5
2023,Hofstra,6.5
2023,Vanderbilt,6.5
2023,Stanford,6.4
2023,Utah Valley,6.4
2023,Toledo,6.3
2023,James Madison,6.3
2023,Colorado,6.1
2023,New Mexico,6.0
2023,Oral Roberts,5.7
2023,Saint Louis,5.6
2023,UNLV,5.2
2023,Indiana St.,5.0
2023,Furman,5.0
2023,Grand Canyon,5.0
2023,BYU,5.0
2023,Louisiana Lafayette,4.6
2023,UMass Lowell,4.6
2023,Princeton,4.5
2023,UC Irvine,4.3
2023,Colgate,4.3
2023,Santa Clara,4.2
2023,Vermont,4.2
2023,Akron,4.2
2023,Syracuse,4.1
2023,Ole Miss,4.0
2023,South Alabama,3.9
2023,Tulane,3.9
2023,Nebraska,3.7
2023,UNC Greensboro,3.7
2023,Wichita St.,3.6
2023,Charlotte,3.5
2023,Montana St.,3.4
2023,Southern Utah,3.4
2023,Washington,3.3
2023,Youngstown St.,3.2
2023,Temple,3.1
2023,Ohio,3.0
2023,Towson,3.0
2023,Southern Miss,3.0
2023,Belmont,3.0
2023,San José St.,2.9
2023,Eastern Washington,2.9
2023,Stephen F. Austin,2.9
2023,Butler,2.8
2023,San Francisco,2.6
2023,Duquesne,2.5
2023,Troy,2.5
2023,Penn,2.5
2023,Colorado St.,2.5
2023,LMU,2.4
2023,UC Santa Barbara,2.3
2023,S Illinois,2.2
2023,Fordham,2.1
2023,Kennesaw St.,2.1
2023,Middle Tennessee,2.0
2023,Cornell,1.8
2023,LSU,1.7
2023,George Mason,1.7
2023,UC Riverside,1.5
2023,Hawaii,1.4
2023,Richmond,1.4
2023,UNC Wilmington,1.4
2023,DePaul,1.4
2023,Northern Kentucky,1.4
2023,Seattle U,1.4
2023,UNC Asheville,1.3
2023,Cal St. Fullerton,1.2
2023,CA Baptist,1.2
2023,Georgia,1.2
2023,Radford,1.1
2023,North Carolina Central,1.1
2023,Missouri St.,1.1
2023,Chattanooga,1.1
2023,Longwood,1.1
2023,Eastern Kentucky,1.0
2023,South Florida,0.9
2023,Bryant,0.9
2023,Notre Dame,0.8
2023,Davidson,0.8
2023,Gardner Webb,0.7
2023,Tarleton St.,0.7
2023,Samford,0.6
2023,Appalachian St.,0.5
2023,Lipscomb,0.3
2023,Ball St.,0.2
2023,Florida Gulf Coast,0.2
2023,Wright St.,0.2
2023,Abilene Christian,0.1
2023,Boston College,0.0
2023,Stetson,-0.1
2023,Navy,-0.1
2023,Utah Tech,-0.1
2023,Norfolk St.,-0.2
2023,S Dakota St.,-0.2
2023,Brown,-0.2
2023,Louisiana Tech,-0.3
2023,Drexel,-0.3
2023,Old Dominion,-0.3
2023,Georgia Tech,-0.4
2023,Fresno St.,-0.4
2023,UC Davis,-0.4
2023,Long Beach St.,-0.5
2023,New Mexico St.,-0.6
2023,Rider,-0.6
2023,Western Kentucky,-0.6
2023,Harvard,-0.7
2023,Saint Joseph's,-0.7
2023,Massachusetts,-0.8
2023,Quinnipiac,-0.8
2023,Montana,-0.9
2023,Detroit,-0.9
2023,Cleveland St.,-0.9
2023,Siena,-1.1
2023,St. Bonaventure,-1.1
2023,SMU,-1.1
2023,East Carolina,-1.2
2023,Florida St.,-1.2
2023,Northern Iowa,-1.2
2023,Portland,-1.2
2023,Purdue FW,-1.2
2023,Grambling,-1.3
2023,Air Force,-1.4
2023,St Thomas (MN),-1.4
2023,Buffalo,-1.6
2023,GA Southern,-1.9
2023,Milwaukee,-1.9
2023,UTEP,-2.0
2023,Texas A&M CC,-2.0
2023,La Salle,-2.0
2023,Mercer,-2.0
2023,Wyoming,-2.1
2023,W Carolina,-2.1
2023,Portland St.,-2.2
2023,Campbell,-2.2
2023,Minnesota,-2.2
2023,George Washington,-2.2
2023,Georgetown,-2.3
2023,Wofford,-2.4
2023,Murray St.,-2.5
2023,Weber St.,-2.5
2023,Jacksonville St.,-2.5
2023,Queens,-2.6
2023,Rice,-2.6
2023,Delaware,-2.7
2023,Robert Morris,-2.9
2023,UMBC,-3.0
2023,N Arizona,-3.1
2023,Howard,-3.1
2023,Pepperdine,-3.2
2023,South Carolina,-3.3
2023,Morehead St.,-3.3
2023,Texas St.,-3.3
2023,Northwestern St.,-3.4
2023,North Florida,-3.4
2023,Oregon St.,-3.4
2023,Army,-3.4
2023,Bellarmine,-3.5
2023,MD-Eastern,-3.5
2023,Boston University,-3.5
2023,Sacramento St.,-3.7
2023,Pacific,-3.7
2023,Fairfield,-3.7
2023,Loyola Chicago,-3.7
2023,UT Arlington,-3.8
2023,Winthrop,-3.8
2023,Niagara,-3.9
2023,SIUE,-3.9
2023,J'Ville St.,-3.9
2023,Rhode Island,-4.0
2023,FIU,-4.0
2023,SC Upstate,-4.1
2023,Canisius,-4.1
2023,North Dakota St.,-4.1
2023,Coastal Carolina,-4.1
2023,Nicholls,-4.1
2023,North Alabama,-4.1
2023,Dartmouth,-4.2
2023,Lafayette,-4.2
2023,San Diego,-4.2
2023,UT Rio Grande,-4.4
2023,Southeast Missouri St.,-4.4
2023,Oakland,-4.4
2023,Fairleigh Dickinson,-4.6
2023,UT Martin,-4.6
2023,East Tennessee St.,-4.6
2023,American,-4.7
2023,Lehigh,-4.8
2023,Southern,-4.9
2023,Northern Colorado,-4.9
2023,Morgan St.,-5.0
2023,New Hampshire,-5.0
2023,Maine,-5.0
2023,Bucknell,-5.2
2023,Illinois St.,-5.3
2023,Alcorn St.,-5.4
2023,Miami FL OH,-5.4
2023,Mount St. Mary's,-5.5
2023,Marist,-5.6
2023,UL Monroe,-5.6
2023,Wagner,-5.6
2023,Merrimack,-5.7
2023,SE Louisiana,-5.7
2023,Georgia St.,-5.7
2023,N Illinois,-5.8
2023,Bowling Green,-5.9
2023,Idaho St.,-5.9
2023,Tennessee Tech,-5.9
2023,Manhattan,-5.9
2023,W Illinois,-6.0
2023,Valparaiso,-6.1
2023,Prairie View A&M,-6.2
2023,So Indiana,-6.4
2023,Charleston So,-6.5
2023,Saint Peter's,-6.5
2023,Idaho,-6.5
2023,Chicago St.,-6.6
2023,Sacred Heart,-6.6
2023,North Dakota,-6.7
2023,Louisville,-6.7
2023,High Point,-6.7
2023,Binghamton,-6.7
2023,Tennessee St.,-6.9
2023,California,-6.9
2023,Arkansas St.,-7.1
2023,Texas Southern,-7.1
2023,North Carolina A&T,-7.2
2023,UC San Diego,-7.2
2023,UIC,-7.4
2023,William & Mary,-7.4
2023,Jackson St.,-7.5
2023,Northeastern,-7.6
2023,St Francis PA,-7.7
2023,Cal St. Bakersfield,-7.8
2023,Texas A&M-Comm,-7.9
2023,Stonehill,-7.9
2023,Loyola MD,-8.0
2023,South Dakota St.,-8.2
2023,Western Michigan,-8.2
2023,Tulsa,-8.4
2023,Kansas City,-8.5
2023,The Citadel,-8.6
2023,Stony Brook,-8.6
2023,NJIT,-8.6
2023,UTSA,-8.7
2023,Cal St. Northridge,-8.7
2023,Alabama A&M,-8.8
2023,Cal Poly,-8.8
2023,Arkansas Little Rock,-8.9
2023,Austin Peay,-9.1
2023,Denver,-9.1
2023,Connecticut,-9.2
2023,Omaha,-9.2
2023,Columbia,-9.4
2023,E Michigan,-9.4
2023,C Arkansas,-9.7
2023,Coppin St.,-9.8
2023,C Michigan,-9.9
2023,Arkansas Pine Bluff,-10.0
2023,Elon,-10.1
2023,E Illinois,-10.1
2023,McNeese,-10.3
2023,Holy Cross,-10.3
2023,Albany,-10.6
2023,Presbyterian,-10.7
2023,St Francis BK,-10.7
2023,Lindenwood,-10.7
2023,SC St.,-11.0
2023,VMI,-11.1
2023,Incarnate Word,-11.3
2023,Hampton,-11.4
2023,Bethune,-11.7
2023,New Orleans,-11.8
2023,Alabama St.,-12.3
2023,Evansville,-12.4
2023,Monmouth,-12.7
2023,Hou Christian,-12.7
2023,Delaware St.,-14.1
2023,Lamar,-14.9
2023,Hartford,-15.0
2023,Mississippi Valley St.,-15.0
2023,Florida A&M,-15.2
2023,IUPUI,-15.2
2023,LIU Brooklyn,-15.7
2023,Green Bay,-16.9
